0.26	28.62189552	0.021967377
0.2	43.39757196	0.036649969
0.31	51.43646106	0.065830938
0.25	33.717939	0.027949437
0.29	40.21919843	0.041670693
0.1	30.73979804	0.015353238
0.34	49.3838491	0.066656427
0.13	34.87308031	0.020746966
0.36	30.54666343	0.03193175
0.12	36.1224517	0.021306576
0.08	22.13872733	0.00840484
0.38	84.61439946	0.178682226
0.22	84.00607999	0.114716246
0.1	19.08901641	0.007028382
0.12	30.48433129	0.016130386
0.19	56.67423241	0.055139493
0.15	60.33910645	0.054215134
0.11	34.9510166	0.019561424
0.2	19.88007178	0.010186752
0.1	42.18534471	0.02580093
0.1	29.7686455	0.014565829
0.25	96.88145619	0.157803148
0.57	90.73002528	0.314670779
0.12	46.46573595	0.032200072
0.15	38.78157183	0.026259355
0.12	43.42738253	0.02881983
0.11	35.14630586	0.019740995
0.41	74.3363964	0.155787748
0.41	113.0994341	0.310054431
0.12	23.29478852	0.010376799
0.14	89.41134875	0.10021826
0.06	61.20325967	0.041723116
0.23	57.88300952	0.064083709
0.15	63.77957818	0.05937673
0.17	68.38376038	0.070708128
0.13	19.11858563	0.007742085
0.11	65.62551095	0.054969981
0.19	49.96925243	0.044852121
0.54	114.3481466	0.429847332
0.17	62.89789937	0.061646685
0.17	85.77816584	0.10253788
0.41	95.57553414	0.235250999
0.12	73.7711878	0.068721611
0.38	82.15564922	0.170246476
0.18	79.58426015	0.093419932
0.23	43.62383051	0.040300539
0.09	82.29624621	0.074767339
0.12	98.0910448	0.109655689
0.11	22.63214932	0.009591282
0.29	63.20472977	0.087455924
0.13	71.70313799	0.067663285
0.09	120.8441583	0.140390838
0.45	94.55170716	0.254906976
0.17	69.13831274	0.071992168
0.26	86.64121855	0.135101793
0.59	66.14976102	0.195908037
0.21	70.90195494	0.084396454
0.1	120.4925732	0.144259757
0.28	81.29822961	0.128606766
0.31	79.4680435	0.134357282
0.1	64.30813756	0.051514141
0.24	52.21202888	0.055669276
0.28	58.57733212	0.075128957
0.29	62.94430034	0.086865723
0.43	56.52330593	0.104429996
0.24	94.07004785	0.146194851
0.18	100.9600225	0.138002847
0.17	56.95448996	0.052385648
0.19	141.793524	0.248100017
0.12	59.74423955	0.048627789
0.12	44.92532663	0.03046805
0.17	119.3226907	0.176186342
0.21	93.52705699	0.132917406
0.25	66.72611493	0.085610328
0.35	51.95940424	0.074362393
0.39	97.13702027	0.22980463
0.4	53.94767646	0.089821306
0.15	63.1107273	0.058358968
0.28	73.6245306	0.109306955
0.32	74.17705263	0.123238612
0.17	126.1680991	0.193065082
0.12	67.92419708	0.060017682
0.19	48.34401931	0.042484687
0.21	68.8127332	0.080356605
0.27	49.52377864	0.055501351
0.14	68.48536913	0.064720716
0.13	59.8638445	0.050329248
0.08	111.9006362	0.119829701
0.17	64.06401377	0.063532165
0.2	71.08183306	0.08232172
0.31	73.4945154	0.118196213
0.11	38.2913163	0.022720132
0.13	68.03288285	0.062076818
1.27	35.58754718	0.246442299
0.47	49.56371974	0.092720421
0.5	58.69688352	0.131323974
0.44	171.6088786	0.66131726
0.53	78.91402406	0.228690866
0.41	80.89407684	0.178955998
0.19	189.4091475	0.398885143
0.34	124.9948388	0.3056791
0.23	73.41750834	0.094640111
0.08	64.95762786	0.049112556
0.12	109.9916573	0.132308883
0.12	57.95408554	0.046261198
0.11	178.8540128	0.284593
0.22	74.9895588	0.095226244
0.16	110.969736	0.151786927
0.07	65.73208053	0.048472349
0.42	119.6112983	0.348378672
0.18	32.41635082	0.02141589
0.65	65.73896306	0.220759406
0.35	125.5350174	0.315964685
0.21	97.22684074	0.141649179
0.1	48.82677504	0.032792122
0.49	168.836902	0.725595154
0.66	157.251468	0.942517819
0.31	170.9230877	0.471779071
0.19	116.7561691	0.180405277
0.1	138.4197383	0.181106942
0.36	179.9497861	0.585235023
0.32	60.80220611	0.088947227
0.41	69.53195867	0.139619267
0.28	100.8715131	0.183193994
0.48	77.00084891	0.195553046
0.14	110.821187	0.142509661
0.19	110.7490015	0.165435081
0.3	99.37102127	0.188713803
0.33	120.3858306	0.279975672
0.44	75.67916388	0.172697414
0.33	57.51158848	0.083363411
0.3	75.28128415	0.119691796
0.15	136.4670786	0.206720776
0.25	142.458759	0.296982735
0.49	257.2734258	1.447756633
0.93	46.92517462	0.219812402
0.27	257.4130622	0.828405771
0.23	101.9544801	0.162162408
0.28	70.38618133	0.101533691
0.41	174.4996318	0.631401833
0.11	86.06701798	0.085754841
0.2	125.4219101	0.208911667
0.37	187.0986584	0.640049893
0.76	88.62435485	0.451624339
0.34	98.39918468	0.206475627
0.29	74.77072529	0.115207231
0.44	96.40064762	0.256835932
0.44	105.898223	0.299627786
1.19	343.2798674	8.943625567
0.43	141.0531009	0.467907059
0.08	23.37498611	0.009188219
0.32	205.4444845	0.655124221
0.46	102.1578251	0.296439739
0.34	124.5779597	0.304008919
0.24	218.406375	0.581924909
0.17	35.45061022	0.024072952
0.2	58.22293502	0.059345066
0.29	127.8274583	0.277602605
0.52	146.2785154	0.614956773
0.2	98.13723984	0.139713315
0.27	107.1644978	0.196830544
0.22	205.9901776	0.499417351
0.33	99.71711145	0.205569639
0.47	192.7596847	0.860068795
0.59	198.9381822	1.192020248
0.65	201.6920008	1.387967094
0.83	93.86106475	0.568788667
0.37	145.7561475	0.42497757
0.88	187.7276468	1.948205295
0.33	188.9980265	0.586633155
0.64	86.74820004	0.340562309
0.22	105.5498208	0.166811369
0.37	128.2363539	0.344473826
0.3	127.8447474	0.285270991
0.13	141.2490926	0.205706012
0.45	122.0801553	0.387598303
0.19	174.213606	0.347764222
0.24	327.064346	1.128418743
0.27	98.06348436	0.170169204
0.14	205.3932171	0.392016294
0.42	49.40634161	0.081716314
0.25	243.9615064	0.717609084
0.16	82.03500905	0.092482091
0.33	127.4261185	0.307326881
0.43	126.1673504	0.389695259
0.21	422.2361111	1.574546704
0.48	103.1599187	0.315914798
0.17	26.29363056	0.014746921
0.37	192.6547088	0.671516232
0.27	120.5370973	0.238696999
