0.14	203.4012892	1.361315601
0.75	52.99609158	0.770457924
1	83.20412144	3.214173362
0.35	99.48902168	0.717886436
0.95	41.08550488	0.881883652
0.15	64.64294941	0.212768605
0.43	25.9496493	0.09828166
0.65	42.73485856	0.409506916
1.9	23.82691902	3.79520833
0.19	8.371310414	0.008209802
0.2	37.12856034	0.096831989
0.65	35.67786347	0.304587736
0.88	44.66693528	0.834707603
0.33	33.60852061	0.114827699
0.23	22.25969968	0.045107676
0.33	55.49288742	0.261347807
0.43	211.1438328	3.059182676
0.26	54.57847059	0.211929748
0.32	30.95496197	0.097726646
0.49	132.4564023	1.678360819
0.79	51.31960033	0.816971319
1	41.58066886	1.0304188
0.21	25.89819333	0.054988342
0.07	12.69318677	0.012234353
0.3	30.99967857	0.092953746
0.5	48.06916639	0.327280682
0.32	30.65640109	0.096185601
1.05	70.86517932	2.8270768
0.06	14.38170275	0.014682405
0.5	50.53080553	0.355215057
0.26	33.01979675	0.092953746
0.08	13.10669413	0.013189829
0.61	125.9442067	2.155715593
0.05	34.50413472	0.060318467
0.3	31.28112128	0.094341787
0.27	72.24366616	0.344407268
0.14	61.93628911	0.193663978
0.77	68.10477226	1.229113628
0.14	115.60355	0.538928898
0.23	85.36445907	0.408896349
0.28	21.32821168	0.04779059
0.05	13.66301767	0.01320195
0.06	14.33823068	0.01460969
0.33	34.07608642	0.117459237
1.06	35.85506166	0.950056044
0.33	65.65228835	0.344317769
0.31	33.51575672	0.108446037
0.84	82.45178824	2.042428297
0.29	85.11830954	0.474637656
0.29	67.85515642	0.327280682
0.19	32.63813859	0.076464708
0.43	56.78901013	0.355050627
